Gene	mut.rate	dn.LoF	trans.LoF	nontrans.LoF	case.LoF	ctrl.LoF	dn.mis3	trans.mis3	nontrans.mis3	case.mis3	ctrl.mis3	p.dn	p.TADA	p.TADA.LoF	q.TADA
FAM55D	2.14E-05	0	0	0	1	0	0	2	3	5	0	1	0.106	0.165	1.002721206
GLUD1	2.18E-05	0	0	0	1	0	0	0	0	1	0	1	0.106	0.177	1.002181818
IL1A	1.07E-05	0	0	0	0	0	0	2	3	7	1	1	0.106	0.497	1.001643011
INPPL1	4.98E-05	0	0	0	2	0	0	3	0	5	8	1	0.106	0.0652	1.001104782
LHFPL4	1.02E-05	0	0	0	1	0	0	0	0	1	0	1	0.106	0.145	1.000567132
LYRM4	5.18E-06	0	0	0	0	0	0	0	0	1	0	1	0.106	0.446	1.000030059
NHLH1	5.26E-06	0	0	0	0	0	0	0	0	1	0	1	0.106	0.505	0.999493562
OR5A1	1.31E-05	0	0	0	1	0	0	0	0	1	0	1	0.106	0.149	0.998957641
PHB2	1.17E-05	0	0	0	2	0	0	0	0	1	1	1	0.106	0.0709	0.998422294
PSMB4	1.05E-05	0	0	0	0	0	0	0	0	1	0	1	0.106	0.508	0.99788752
RPE	8.92E-06	0	1	0	0	0	0	2	1	1	0	1	0.106	0.168	0.997353319
RPN2	2.55E-05	0	0	0	1	0	0	1	0	6	3	1	0.106	0.145	0.99681969
TAS2R38	1.37E-05	0	0	0	0	0	0	0	0	1	0	1	0.106	0.477	0.996286631
TAS2R40	1.33E-05	0	0	0	2	0	0	3	5	4	2	1	0.106	0.0666	0.995754142
VSX1	1.43E-05	0	0	0	2	0	0	2	1	1	1	1	0.106	0.0667	0.995222222
ZNF48	2.44E-05	0	0	0	1	0	0	6	3	8	3	1	0.106	0.147	0.99469087
ZNF565	1.93E-05	0	0	0	1	0	0	1	0	0	0	1	0.106	0.149	0.994160085
EIF2AK3	4.35E-05	0	0	0	5	1	0	3	3	5	8	1	0.1061	0.102	0.994567253
GPR115	2.76E-05	0	1	0	1	0	0	3	8	3	4	1	0.1061	0.0735	0.9940371
TSPEAR	2.68E-05	0	3	1	4	1	0	3	1	17	11	1	0.1063	0.1072	0.995380288
SPARCL1	2.52E-05	0	0	0	0	0	0	3	1	6	3	1	0.1069	0.481	1.000465602
ALDH6A1	2.11E-05	0	0	0	2	0	0	1	2	6	8	1	0.107	0.0685	1.000868547
AMFR	2.58E-05	0	2	0	0	0	0	2	0	2	3	1	0.107	0.0713	1.00033617
AMMECR1	1.33E-05	0	0	0	1	0	0	0	0	1	0	1	0.107	0.164	0.999804359
CCDC60	2.13E-05	0	0	0	11	4	0	4	2	13	6	1	0.107	0.113	0.999273114
CRNN	1.84E-05	0	0	0	1	0	0	1	1	11	4	1	0.107	0.162	0.998742432
DNAJC11	2.16E-05	0	0	0	0	0	0	6	4	6	2	1	0.107	0.505	0.998212314
KCNK2	1.68E-05	0	1	0	0	0	0	1	0	0	0	1	0.107	0.178	0.997682759
LRRN4CL	9.61E-06	0	0	0	1	0	0	0	0	1	0	1	0.107	0.149	0.997153765
MATN1	1.95E-05	0	0	0	2	0	0	2	1	3	7	1	0.107	0.0684	0.996625331
PFDN1	4.52E-06	0	0	0	0	0	0	0	0	1	0	1	0.107	0.447	0.996097458
SCARF1	3.31E-05	0	0	0	2	0	0	0	3	5	11	1	0.107	0.0686	0.995570143
SLC25A46	1.66E-05	0	0	0	0	0	0	1	0	8	4	1	0.107	0.487	0.995043386
TNFAIP8L2	7.35E-06	0	0	0	1	0	0	0	0	1	0	1	0.107	0.156	0.994517187
TMEM154	7.13E-06	0	0	0	0	0	0	2	2	7	2	1	0.1071	0.5	0.994920507
CRELD1	1.65E-05	0	2	0	3	1	0	3	3	4	3	1	0.1072	0.0979	0.995323402
XDH	5.23E-05	0	3	0	3	1	0	12	15	34	26	1	0.10734615	0.0522	0.996154135
ECE1	3.04E-05	0	0	0	0	0	0	3	1	8	4	1	0.1074	0.511	0.996127916
RG9MTD3	1.20E-05	0	0	0	1	0	0	0	0	1	0	1	0.1076	0.163	0.99745654
C7orf41	5.18E-06	0	0	0	1	0	0	0	0	1	0	1	0.1077	0.173	0.997857248
EID1	7.09E-06	0	0	0	1	0	0	0	0	1	0	1	0.1079	0.15	0.999183562
ACOT7	1.48E-05	0	0	0	0	0	0	1	0	0	0	1	0.108	0.491	0.999582938
APLF	1.95E-05	0	2	0	3	1	0	4	2	5	7	1	0.108	0.098	0.999056842
ATP8A1	4.57E-05	0	0	0	2	0	0	6	3	0	1	1	0.108	0.0697	0.998531299
C3orf14	4.96E-06	0	0	0	1	0	0	0	0	1	0	1	0.108	0.168	0.998006309
C8B	2.29E-05	0	2	1	5	1	0	6	2	6	5	1	0.108	0.104	0.997481871
DSC2	3.50E-05	0	0	0	20	9	0	3	0	7	6	1	0.108	0.105	0.996957983
DYDC2	6.79E-06	0	0	0	1	0	0	0	0	1	0	1	0.108	0.195	0.996434646
FAM162B	6.35E-06	0	0	0	1	0	0	1	0	0	0	1	0.108	0.16	0.995911857
FAM71E2	3.70E-05	0	2	0	0	0	0	1	4	6	2	1	0.108	0.0662	0.995389617
LPL	1.85E-05	0	0	0	0	0	0	4	2	5	2	1	0.108	0.5	0.994867925
MAN2A2	4.63E-05	0	3	0	2	1	0	4	2	2	5	1	0.108	0.103	0.994346778
PRAMEF12	1.94E-05	0	0	0	2	0	0	3	3	2	2	1	0.108	0.0686	0.993826178
S100A4	3.91E-06	0	0	0	1	0	0	0	0	1	0	1	0.108	0.176	0.993306122
SNTG1	2.04E-05	0	1	0	0	0	1	9	5	7	5	1	0.108	0.156	0.992786611
SYTL2	4.88E-05	0	1	0	8	3	0	6	4	7	3	1	0.108	0.106	0.992267642
TRUB1	1.34E-05	0	1	0	0	0	0	0	0	1	0	1	0.108	0.165	0.991749216
ZNF468	2.02E-05	0	0	0	1	0	0	0	0	1	0	1	0.108	0.179	0.991231332
HIST1H2BD	4.92E-06	0	1	0	0	0	0	0	0	1	0	1	0.1081	0.15	0.991631315
PLA2G2E	5.74E-06	0	1	0	0	0	0	0	0	1	0	1	0.1085	0.156	0.994781429
DNAJC12	7.48E-06	0	0	0	1	0	0	1	0	0	0	1	0.1086	0.151	0.995179145
BIRC6	0.000192011	0	0	0	2	0	1	14	16	25	29	1	0.108900515	0.0795	0.997412947
CACNA1S	7.47E-05	0	1	1	4	0	1	10	15	15	14	1	0.109	0.111	0.997804167
HEYL	1.34E-05	0	0	0	0	0	0	3	3	6	1	1	0.109	0.5	0.997284748
HOXA5	1.06E-05	0	0	0	0	0	0	0	0	1	0	1	0.109	0.479	0.996765869
KCNJ13	1.46E-05	0	1	0	0	0	0	1	0	0	0	1	0.109	0.162	0.99624753
KIAA0247	1.20E-05	0	0	0	0	0	0	7	0	4	5	1	0.109	0.512	0.99572973
MED31	5.18E-06	0	0	0	0	0	0	0	0	1	0	1	0.109	0.503	0.995212468
MIXL1	9.53E-06	0	0	0	1	0	0	0	0	1	0	1	0.109	0.174	0.994695742
MS4A6E	5.96E-06	0	0	0	1	0	0	0	0	1	0	1	0.109	0.161	0.994179554
PAK4	2.34E-05	0	0	0	1	0	0	2	1	3	1	1	0.109	0.172	0.9936639
RAMP1	5.96E-06	0	0	0	1	0	0	0	0	1	0	1	0.109	0.148	0.993148782
RBFA	1.32E-05	0	1	0	0	0	0	6	3	10	5	1	0.109	0.151	0.992634197
SLC35A5	1.72E-05	0	0	0	0	0	0	5	5	9	2	1	0.109	0.485	0.992120145
TEX101	1.07E-05	0	0	0	1	0	0	0	0	1	0	1	0.109	0.169	0.991606625
TRIM72	1.88E-05	0	0	0	1	0	0	0	0	5	2	1	0.109	0.151	0.991093637
ZDBF2	9.10E-05	0	1	0	4	1	0	0	0	13	7	1	0.109	0.108	0.990581179
ASCC1	1.55E-05	0	0	0	1	0	0	2	1	3	1	1	0.1094	0.193	0.993702532
UTP20	0.00010889	0	0	0	5	7	1	10	11	50	31	1	0.109461688	0.834	0.993749295
TAPBP	2.05E-05	0	0	0	0	0	0	1	0	13	7	1	0.1098	0.459	0.99630604
AKT2	1.90E-05	0	0	0	1	0	0	0	0	5	2	1	0.11	0.178	0.997605779
C19orf6	2.53E-05	0	0	0	0	0	0	1	0	3	1	1	0.11	0.478	0.997091284
CALCR	2.04E-05	0	0	0	2	0	0	0	2	4	1	1	0.11	0.0656	0.99657732
CCDC64B	1.95E-05	0	0	0	1	0	0	2	1	1	0	1	0.11	0.167	0.996063885
CCT4	2.10E-05	0	0	0	2	0	0	1	1	2	1	1	0.11	0.0667	0.995550978
CTSC	1.84E-05	0	1	0	1	0	0	1	1	5	3	1	0.11	0.0672	0.9950386
DCAF15	2.40E-05	0	0	0	1	0	0	2	1	1	0	1	0.11	0.171	0.994526749
DDX3X	2.54E-05	0	0	0	1	0	0	0	0	1	0	1	0.11	0.179	0.994015424
FBXO3	1.84E-05	0	0	0	1	0	0	0	0	5	2	1	0.11	0.177	0.993504625
H3F3C	5.26E-06	0	0	0	0	0	0	1	0	0	0	1	0.11	0.485	0.99299435
OVOL1	1.06E-05	0	0	0	0	0	0	0	0	1	0	1	0.11	0.477	0.9924846
POU5F1B	1.41E-05	0	0	0	1	0	0	1	0	0	0	1	0.11	0.145	0.991975372
TMEM123	8.22E-06	0	1	0	0	0	0	0	0	1	0	1	0.11	0.169	0.991466667
ZNF479	2.01E-05	0	0	0	1	0	0	1	0	0	0	1	0.1101	0.179	0.991859354
ANKMY1	3.71E-05	0	2	0	2	1	0	11	7	31	24	1	0.110189222	0.135	0.992154597
MED21	5.70E-06	0	1	0	0	0	0	1	0	0	0	1	0.1107	0.179	0.996243318
SPO11	1.56E-05	0	0	0	5	1	0	2	1	4	6	1	0.1108	0.101	0.996632958
ABTB2	4.07E-05	0	0	0	0	0	0	1	0	3	1	1	0.111	0.459	0.997921228
C11orf71	5.87E-06	0	0	0	1	0	0	0	0	1	0	1	0.111	0.147	0.997411043
C2orf47	1.16E-05	0	0	0	1	0	0	1	0	0	0	1	0.111	0.155	0.99690138
CRLS1	1.21E-05	0	0	0	1	0	0	0	0	1	0	1	0.111	0.177	0.996392237
FBXL3	1.70E-05	0	0	0	1	0	0	0	0	1	0	1	0.111	0.158	0.995883614
FXYD5	7.22E-06	0	0	0	0	0	0	0	0	1	0	1	0.111	0.483	0.99537551
HDGFRP2	2.51E-05	0	0	0	0	0	1	4	2	2	2	1	0.111	0.484	0.994867925
PHTF2	2.94E-05	0	0	0	1	0	0	2	1	3	1	1	0.111	0.169	0.994360856
SAG	1.58E-05	0	0	0	1	0	0	3	1	11	6	1	0.111	0.162	0.993854305
SLC31A1	7.61E-06	0	0	0	0	0	0	1	0	0	0	1	0.111	0.515	0.993348269
SLC36A4	2.01E-05	0	0	0	2	0	0	2	3	3	8	1	0.111	0.075	0.992842748
SMAGP	3.93E-06	0	0	0	0	0	0	0	0	1	0	1	0.111	0.479	0.992337742
TGIF2-C20ORF24	6.18E-06	0	0	0	0	0	0	0	0	1	0	1	0.111	0.45	0.991833249
VKORC1	6.66E-06	0	0	0	1	0	0	1	0	0	0	1	0.111	0.156	0.991329268
PIK3R4	5.36E-05	0	0	0	1	0	0	1	0	6	3	1	0.1111	0.149	0.991718436
ZNF93	2.40E-05	0	0	0	5	1	0	3	4	2	2	1	0.1111	0.108	0.991215025
CCBL2	1.78E-05	0	0	0	2	0	0	2	2	5	5	1	0.1115	0.0679	0.994279046
BCL2L2	7.53E-06	0	0	0	1	0	0	1	0	0	0	1	0.1116	0.145	0.994666126
BET3L	7.00E-06	0	0	0	1	0	0	0	0	1	0	1	0.112	0.173	0.997725291
COMT	1.06E-05	0	0	0	0	0	0	2	1	5	2	1	0.112	0.493	0.997219858
DDX27	3.02E-05	0	0	0	2	0	0	2	2	6	5	1	0.112	0.0669	0.996714937
EPHX4	1.45E-05	0	0	0	0	0	0	0	0	1	0	1	0.112	0.49	0.996210526
ERG	1.94E-05	0	0	0	1	0	0	2	0	1	1	1	0.112	0.159	0.995706626
FAM98B	1.61E-05	0	3	1	2	0	0	2	1	1	2	1	0.112	0.103	0.995203236
GALNT13	2.15E-05	0	0	0	0	0	0	1	0	6	3	1	0.112	0.461	0.994700354
KCNH2	4.66E-05	0	0	0	0	0	0	1	2	8	2	1	0.112	0.489	0.99419798
KRT15	1.74E-05	0	0	0	0	0	0	4	2	7	3	1	0.112	0.499	0.993696113
KRTAP27-1	8.40E-06	0	3	2	10	3	0	0	0	0	1	1	0.112	0.1058	0.993194753
LRRC20	7.40E-06	0	1	0	0	0	0	3	1	2	1	1	0.112	0.189	0.992693898
LTBR	1.75E-05	0	0	0	0	0	0	0	0	1	0	1	0.112	0.444	0.992193548
MS4A5	8.22E-06	0	0	0	1	0	0	1	0	2	1	1	0.112	0.169	0.991693703
MYL9	6.70E-06	0	0	0	2	0	0	1	1	0	0	1	0.112	0.0653	0.991194361
NDUFA13	5.57E-06	0	0	0	0	0	0	1	0	0	0	1	0.112	0.474	0.990695521
PTPRN2	4.02E-05	0	0	0	2	0	0	3	9	3	5	1	0.112	0.0694	0.990197183
U2AF1L4	8.05E-06	0	0	0	1	0	0	0	1	3	0	1	0.112	0.167	0.989699346
GPR68	1.50E-05	0	0	0	1	0	0	2	1	1	0	1	0.1126	0.158	0.994501307
PIK3IP1	1.04E-05	0	0	0	1	0	0	1	0	0	0	1	0.1126	0.166	0.994001808
GXYLT1	1.73E-05	0	0	0	1	0	0	1	2	4	0	1	0.1129	0.161	0.996149799
ATP13A3	4.86E-05	0	0	0	0	0	0	5	0	2	3	1	0.113	0.497	0.996531862
CPNE3	2.11E-05	0	3	0	2	1	0	5	8	19	20	1	0.113	0.0988	0.996032096
GP1BA	2.61E-05	0	0	0	2	0	0	0	4	5	1	1	0.113	0.0681	0.995532832
GZMB	9.66E-06	0	1	0	1	0	0	1	0	0	1	1	0.113	0.0686	0.995034068
HHIPL2	2.87E-05	0	1	0	4	1	0	0	4	33	27	1	0.113	0.0984	0.994535804
HPX	1.84E-05	0	0	0	0	0	0	2	1	5	2	1	0.113	0.458	0.994038038
KRTAP20-2	2.63E-06	0	0	0	0	0	0	0	0	1	0	1	0.113	0.503	0.99354077
MIER3	2.13E-05	0	0	0	2	0	0	1	1	4	2	1	0.113	0.0758	0.993044
PCDHGA9	3.69E-05	0	0	0	2	0	0	9	8	0	0	1	0.113	0.0712	0.992547726
PELO	1.51E-05	0	0	0	0	0	0	1	0	0	0	1	0.113	0.495	0.992051948
RFPL2	1.49E-05	0	1	1	4	0	0	3	5	0	0	1	0.113	0.1015	0.991556665
SERPINA9	1.74E-05	0	5	4	13	4	0	0	0	13	6	1	0.113	0.139	0.991061876
SH2D2A	1.60E-05	0	0	0	0	0	0	0	0	11	5	1	0.113	0.475	0.990567581
SOLH	4.32E-05	0	0	0	1	0	0	0	0	3	1	1	0.113	0.168	0.990073779
SUPT6H	6.62E-05	0	1	0	4	1	0	1	1	6	10	1	0.113	0.123	0.989580468
WNT4	1.37E-05	0	0	0	0	0	0	1	0	6	3	1	0.113	0.486	0.989087649
RENBP	1.67E-05	0	0	0	1	0	0	1	0	2	1	1	0.1131	0.179	0.989470184
AP3M1	1.65E-05	0	0	0	1	0	0	1	0	0	0	1	0.1136	0.165	0.99335005
OR13J1	1.29E-05	0	0	0	1	0	0	1	0	2	1	1	0.1136	0.17	0.992856091
ART1	1.34E-05	0	1	0	1	0	0	0	5	6	5	1	0.114	0.0671	0.995856859
CCDC102A	2.07E-05	0	0	0	0	0	0	1	2	6	1	1	0.114	0.5	0.995362146
CHSY1	3.15E-05	0	0	0	1	0	0	0	0	3	1	1	0.114	0.168	0.994867925
DAAM1	4.14E-05	0	0	0	0	0	0	2	1	5	2	1	0.114	0.466	0.994374194
DDX59	2.40E-05	0	0	0	2	0	0	0	2	7	9	1	0.114	0.0666	0.993880952
FBXO43	2.73E-05	0	5	0	0	1	0	0	2	3	2	1	0.114	0.0982	0.9933882
HOXD3	1.74E-05	0	0	0	5	1	0	0	0	1	2	1	0.114	0.104	0.992895937
LACRT	5.35E-06	0	0	0	1	0	0	0	0	1	0	1	0.114	0.169	0.99240416
NPY5R	1.80E-05	0	0	0	1	0	0	0	0	1	0	1	0.114	0.163	0.991912871
OR2T34	1.33E-05	0	0	0	1	0	0	3	1	0	0	1	0.114	0.151	0.991422068
RDH8	1.25E-05	0	1	0	1	0	1	1	2	5	6	1	0.114	0.0688	0.990931751
SLC25A6	1.18E-05	0	0	0	0	0	0	0	0	1	0	1	0.114	0.475	0.990441918
SLC6A5	3.21E-05	0	0	0	2	0	0	2	1	3	4	1	0.114	0.0632	0.989952569
TMEM14A	4.01E-06	0	0	0	0	0	0	1	0	0	0	1	0.114	0.491	0.989463704
UGT1A4	2.14E-05	0	0	0	2	0	0	5	3	0	0	1	0.114	0.0672	0.988975321
WBP2NL	1.24E-05	0	0	0	0	0	0	0	0	7	3	1	0.114	0.488	0.98848742
XPO6	4.52E-05	0	0	0	0	0	0	1	1	6	2	1	0.114	0.454	0.988
SLC45A3	2.27E-05	0	0	0	0	0	0	3	0	6	4	1	0.1143	0.497	0.990111779
SYT1	1.61E-05	0	0	0	1	0	0	0	0	1	0	1	0.1149	0.179	0.994818916
APOF	1.29E-05	0	0	0	0	0	0	0	0	1	0	1	0.115	0.492	0.995194485
C1orf198	1.28E-05	0	0	0	1	0	0	3	1	3	2	1	0.115	0.166	0.994704724
C9orf150	9.00E-06	0	0	0	0	0	0	2	1	5	2	1	0.115	0.469	0.994215445
DNAJC3	1.92E-05	0	0	0	1	0	0	0	0	1	0	1	0.115	0.168	0.993726647
DTX3L	2.87E-05	0	0	0	0	0	0	2	1	5	2	1	0.115	0.458	0.993238329
EPHA5	4.04E-05	0	0	0	1	0	0	4	2	10	4	1	0.115	0.165	0.992750491
FCRL4	2.02E-05	0	4	0	1	1	0	0	1	4	6	1	0.115	0.108	0.992263132
GALNT12	2.27E-05	0	1	0	0	0	0	4	3	14	6	1	0.115	0.165	0.991776251
OR5H15	1.29E-05	0	1	0	8	4	0	8	2	0	0	1	0.115	0.201	0.991289848
RAB32	8.79E-06	0	1	0	0	0	0	1	0	0	0	1	0.115	0.17	0.990803922
TMEM11	7.66E-06	0	0	0	0	0	0	1	0	0	0	1	0.115	0.496	0.990318471
TMEM189-UBE2V1	1.47E-05	0	0	0	0	0	0	0	0	1	0	1	0.115	0.494	0.989833497
TPSAB1	1.10E-05	0	0	0	1	0	0	1	0	0	0	1	0.115	0.139	0.989348997
PPP1R15B	2.81E-05	1	0	1	1	0	0	1	2	5	7	0.0038685	0.1155	0.0663	0.993164384
B3GNT2	1.56E-05	0	0	0	1	0	0	0	0	1	0	1	0.116	0.143	0.996976039
C9orf68	1.32E-05	0	0	0	2	0	0	1	3	6	4	1	0.116	0.0672	0.996488759
CAMK2N2	3.10E-06	0	0	0	0	0	0	1	0	0	0	1	0.116	0.482	0.996001954
CHMP5	8.27E-06	0	0	0	1	0	0	0	0	1	0	1	0.116	0.16	0.995515625
CXCL17	4.65E-06	0	0	0	0	0	0	0	0	1	0	1	0.116	0.482	0.995029771
FAM185A	1.53E-05	0	0	0	1	0	0	1	0	0	0	1	0.116	0.157	0.99454439
KLB	4.12E-05	0	1	0	1	0	0	0	1	7	7	1	0.116	0.0676	0.994059483
MBD3L1	7.48E-06	0	0	0	0	0	0	1	0	0	0	1	0.116	0.464	0.993575049
REV1	4.84E-05	0	0	0	2	0	0	1	3	4	7	1	0.116	0.0739	0.993091086
TMEM45B	1.11E-05	0	0	0	1	0	0	0	0	1	0	1	0.116	0.149	0.992607595
ZCCHC14	3.81E-05	0	0	0	0	0	0	3	1	4	2	1	0.116	0.483	0.992124574
ZNF446	1.77E-05	0	0	0	0	0	0	3	0	4	3	1	0.116	0.485	0.991642023
AMPD2	3.48E-05	0	0	0	1	0	0	1	0	2	1	1	0.1162	0.167	0.992868838
FRMD8	1.84E-05	0	1	0	0	0	0	0	1	5	1	1	0.1166	0.181	0.995802527
ALKBH5	1.54E-05	0	0	0	0	0	0	0	0	1	0	1	0.117	0.508	0.998733366
CELF2	2.06E-05	0	0	0	1	0	0	0	0	1	0	1	0.117	0.179	0.998248544
DDHD1	3.51E-05	0	0	0	2	0	0	3	2	3	6	1	0.117	0.0648	0.997764192
DHDDS	1.30E-05	0	0	0	0	0	0	0	0	1	0	1	0.117	0.496	0.99728031
DNAL4	4.05E-06	0	0	0	0	0	0	0	0	1	0	1	0.117	0.47	0.996796898
DPF2	1.54E-05	0	0	0	0	0	0	1	0	0	0	1	0.117	0.476	0.996313953
ENAH	2.26E-05	0	0	0	7	2	0	0	1	3	3	1	0.117	0.107	0.995831477
FKSG83	7.83E-06	0	0	0	1	0	0	0	0	1	0	1	0.117	0.159	0.995349468
GPAA1	2.53E-05	0	0	0	2	0	0	5	3	3	6	1	0.117	0.0704	0.994867925
KRAS	7.13E-06	0	1	0	0	0	0	0	0	3	1	1	0.117	0.167	0.994386847
KRTAP19-8	2.52E-06	0	0	0	0	0	0	0	0	1	0	1	0.117	0.477	0.993906235
PMP22	6.70E-06	0	0	0	0	0	0	6	4	9	4	1	0.117	0.49	0.993426087
RAB35	7.70E-06	0	0	0	0	0	0	0	0	1	0	1	0.117	0.504	0.992946403
S100A9	4.35E-06	0	0	0	0	0	0	0	0	1	0	1	0.117	0.475	0.992467181
SREBF2	4.55E-05	0	0	0	0	0	0	2	0	12	7	1	0.117	0.486	0.991988423
THBS1	4.58E-05	0	0	0	1	0	0	5	3	9	3	1	0.117	0.144	0.991510125
TMEM205	7.74E-06	0	0	0	0	0	0	0	0	1	0	1	0.117	0.472	0.991032289
IGSF22	5.11E-05	0	4	3	7	4	0	6	8	41	23	1	0.117363519	0.38	0.993632565
ARL6IP6	9.22E-06	0	0	0	0	0	0	0	0	1	0	1	0.118	0.491	0.998540202
C2orf70	8.18E-06	0	0	0	1	0	0	0	1	3	0	1	0.118	0.15	0.998059673
CBWD1	1.51E-05	0	0	0	0	0	0	1	0	0	0	1	0.118	0.518	0.997579606
CENPW	3.40E-06	0	0	0	0	0	0	0	0	1	0	1	0.118	0.473	0.9971
EFNB3	1.34E-05	0	0	0	0	0	0	0	0	1	0	1	0.118	0.481	0.996620855
FLVCR2	2.14E-05	0	0	0	2	0	0	0	0	1	1	1	0.118	0.0634	0.996142171
FMOD	1.54E-05	0	0	0	1	0	0	4	1	10	6	1	0.118	0.174	0.995663946
FOXP2	2.88E-05	0	0	0	0	0	0	4	0	8	6	1	0.118	0.5	0.99518618
KRTAP4-11	8.31E-06	0	0	0	0	0	0	0	0	1	0	1	0.118	0.472	0.994708873
LCE3A	3.61E-06	0	0	0	0	0	0	0	0	1	0	1	0.118	0.493	0.994232023
LMF2	2.88E-05	0	1	0	1	0	0	6	5	2	3	1	0.118	0.0712	0.99375563
MFSD2A	2.21E-05	0	0	0	0	0	0	5	1	2	2	1	0.118	0.497	0.993279693
MTX3	1.01E-05	0	0	0	1	0	0	0	0	3	1	1	0.118	0.172	0.992804213
NAPB	1.14E-05	0	0	0	0	0	0	0	0	1	0	1	0.118	0.48	0.992329187
PHF6	1.38E-05	0	0	0	0	0	0	0	0	1	0	1	0.118	0.48	0.991854615
PRF1	2.21E-05	0	0	0	0	0	0	1	0	9	5	1	0.118	0.47	0.991380497
PTGFR	1.45E-05	0	0	0	1	0	0	0	0	3	1	1	0.118	0.163	0.990906832
RPL26L1	5.52E-06	0	0	0	0	0	0	0	0	1	0	1	0.118	0.479	0.99043362
ZC3H4	5.08E-05	0	0	0	0	0	0	0	1	9	3	1	0.118	0.498	0.989960859
ADAMTS7	6.74E-05	0	0	0	14	6	1	2	3	5	7	1	0.119	0.121	0.997874046
C14orf1	5.70E-06	0	0	0	0	0	0	0	0	1	0	1	0.119	0.478	0.997398188
C19orf76	6.35E-06	0	0	0	0	0	0	1	0	0	0	1	0.119	0.477	0.996922784
DDC	1.89E-05	0	0	0	1	0	0	0	1	5	1	1	0.119	0.169	0.996447832
DERL1	1.02E-05	0	1	0	0	0	0	0	0	1	0	1	0.119	0.165	0.995973333
EIF3I	1.29E-05	0	1	0	2	0	0	0	0	0	2	1	0.119	0.0288	0.995499286
FAM64A	9.74E-06	0	0	0	0	0	0	0	0	1	0	1	0.119	0.489	0.99502569
HAGH	1.20E-05	0	5	1	0	0	0	0	1	3	2	1	0.119	0.1018	0.994552544
HGFAC	2.64E-05	0	2	0	5	2	0	2	2	6	9	1	0.119	0.119	0.994079848
HOXA13	1.54E-05	0	0	0	0	0	0	0	0	1	0	1	0.119	0.508	0.993607601
KRR1	1.43E-05	0	0	0	1	0	0	0	0	1	0	1	0.119	0.153	0.993135802
LDLRAD1	8.31E-06	0	0	0	1	0	0	1	0	2	1	1	0.119	0.164	0.992664452
NCOA5	2.25E-05	0	0	0	0	0	0	2	1	16	8	1	0.119	0.506	0.992193548
PFN3	5.35E-06	0	0	0	0	0	0	1	0	0	0	1	0.119	0.486	0.991723092
S100A1	3.56E-06	0	0	0	0	0	0	0	0	1	0	1	0.119	0.48	0.991253081
SARDH	3.61E-05	0	5	2	2	0	0	3	6	2	4	1	0.119	0.111	0.990783515
SSC5D	6.36E-05	0	1	0	1	0	0	3	2	4	4	1	0.119	0.0712	0.990314394
C12orf76	5.35E-06	0	0	0	0	0	0	0	0	1	0	1	0.12	0.483	0.998163748
C2orf42	2.26E-05	0	0	0	2	0	0	3	3	3	1	1	0.12	0.0641	0.99769158
CCL18	3.64E-06	0	0	0	0	0	0	0	0	3	1	1	0.12	0.477	0.997219858
EIF2C4	3.37E-05	0	0	0	1	0	0	1	1	4	1	1	0.12	0.168	0.996748582
FATE1	7.00E-06	0	0	0	1	0	0	0	0	1	0	1	0.12	0.171	0.996277752
GNG8	2.78E-06	0	0	0	0	0	0	1	0	0	0	1	0.12	0.475	0.995807365
HIST1H3C	5.39E-06	0	0	0	0	0	0	0	0	1	0	1	0.12	0.484	0.995337423
HOGA1	1.29E-05	0	0	0	0	0	0	0	0	1	0	1	0.12	0.472	0.994867925
HTATSF1	2.81E-05	0	0	0	2	0	0	0	0	4	4	1	0.12	0.0659	0.994398868
NUDT2	5.70E-06	0	0	0	0	0	0	0	0	1	0	1	0.12	0.492	0.993930254
PCDH20	3.76E-05	0	0	0	0	0	0	3	0	6	4	1	0.12	0.488	0.993462082
POLR2C	1.08E-05	0	0	0	0	0	0	0	0	1	0	1	0.12	0.477	0.99299435
PPP1R12A	3.87E-05	0	0	0	2	0	0	1	2	5	3	1	0.12	0.0664	0.992527059
SLC22A14	2.40E-05	0	2	0	3	1	0	3	4	7	4	1	0.12	0.105	0.992060207
SYNPO	3.71E-05	0	1	0	1	0	0	0	4	6	5	1	0.12	0.0665	0.991593794
UGCG	1.56E-05	0	0	0	0	0	0	1	0	0	0	1	0.12	0.492	0.99112782
ZNF430	2.21E-05	0	0	0	0	0	0	4	2	3	1	1	0.12	0.476	0.990662283
MTHFSD	1.50E-05	0	2	0	0	0	0	1	2	5	5	1	0.1201	0.0674	0.991022347
BUB1	4.23E-05	0	0	0	0	0	0	1	2	6	1	1	0.121	0.493	0.997980291
C2orf69	1.52E-05	0	0	0	0	0	0	1	0	0	0	1	0.121	0.518	0.997512195
CHMP7	1.76E-05	0	0	0	0	0	0	0	0	1	0	1	0.121	0.503	0.997044538
CHRDL1	1.79E-05	0	0	0	1	0	0	2	2	3	0	1	0.121	0.149	0.99657732
EBF4	2.40E-05	0	0	0	0	0	0	1	0	0	0	1	0.121	0.483	0.996110539
GABRA2	1.79E-05	0	0	0	1	0	0	0	0	1	0	1	0.121	0.167	0.995644195
KPNB1	3.41E-05	0	0	0	0	0	0	1	0	0	0	1	0.121	0.495	0.995178287
LBX1	1.10E-05	0	0	0	1	0	0	1	0	0	0	1	0.121	0.157	0.994712816
